name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
RCEND1	33.3901	-2.94773	30.0763150294292	-999	RCEND	R	depth	31.2565	-2.0011	30.2967	Right Cerebral White Matter	caudalmiddlefrontal
RCEND2	39.1212	0.251212	34.6096425613517	-999	RCEND	R	depth	36.2025	-1.94914	33.9722	Right Cerebral White Matter	caudalmiddlefrontal
RCEND3	43.1003	3.29101	36.5139508387318	-999	RCEND	R	depth	40.5653	-0.816989	37.0314	Right PrG precentral gyrus	precentral
RCEND4	48.203	3.14914	40.956453779404	-999	RCEND	R	depth	44.9404	-0.813531	42.1356	Right PrG precentral gyrus	precentral
RCEND5	51.4821	-0.770273	46.0877271908161	-999	RCEND	R	depth	48.178	0.2551	46.6145	Right AnG angular gyrus	precentral
RCEND6	53.0649	-2.54856	51.7806796839423	-999	RCEND	R	depth	51.4614	0.261855	50.263	n/a	precentral
RCEND7	55.6652	-2.61466	56.9060583513753	-999	RCEND	R	depth	55.8075	1.36061	54.76	n/a	precentral
RCEND8	58.6999	-3.72449	61.0900206831637	-999	RCEND	R	depth	59.645	1.38245	58.4174	n/a	precentral
RCEND9	61.609	-5.60034	65.1590798888109	-999	RCEND	R	depth	62.9657	0.310875	61.9542	n/a	precentral
RCEND10	63.3794	-2.44118	67.0564000276453	-999	RCEND	R	depth	65.0539	3.57299	63.7629	n/a	precentral
RINFD1	38.9369	-5.30416	30.1339325910189	-999	RINFD	R	depth	37.4628	-4.49814	28.679	Right Cerebral White Matter	precentral
RINFD2	42.9841	-0.843496	33.5335880722223	-999	RINFD	R	depth	41.8153	-2.81011	31.0751	Right Cerebral White Matter	precentral
RINFD3	47.6239	3.5171	36.482717753994	-999	RINFD	R	depth	47.2867	-1.64786	34.1523	Right Cerebral White Matter	precentral
RINFD4	52.0993	4.79801	39.3031275312806	-999	RINFD	R	depth	51.6579	-0.499055	36.4926	Right Cerebral White Matter	precentral
RINFD5	57.4892	1.85719	41.7940670762535	-999	RINFD	R	depth	57.6918	0.694952	38.8599	Right SMG supramarginal gyrus	precentral
RINFD6	60.8942	-0.128839	43.6304008348746	-999	RINFD	R	depth	62.063	1.84376	41.2002	n/a	precentral
RINFD7	65.915	-0.929268	46.1440851165724	-999	RINFD	R	depth	67.5427	3.02267	43.5586	n/a	precentral
RINFD8	70.0864	-0.698948	49.3850811397921	-999	RINFD	R	depth	71.9055	4.15481	46.6176	n/a	precentral
RSUPD1	37.8018	2.44483	35.7628207653696	-999	RSUPD	R	depth	33.8776	0.0807074	37.035	Right PrG precentral gyrus	caudalmiddlefrontal
RSUPD2	40.197	5.19036	39.0253798624496	-999	RSUPD	R	depth	35.9612	2.18081	42.3264	Right AnG angular gyrus	caudalmiddlefrontal
RSUPD3	42.2699	5.76598	44.2819280936479	-999	RSUPD	R	depth	38.0532	4.29765	46.8989	Right Cerebral White Matter	caudalmiddlefrontal
RSUPD4	44.2231	4.91417	51.6431691796468	-999	RSUPD	R	depth	41.2825	5.34954	52.0968	Right SPL superior parietal lobule	caudalmiddlefrontal
RSUPD5	44.8882	5.85689	58.089165445545	-999	RSUPD	R	depth	43.3745	7.4664	56.6693	n/a	caudalmiddlefrontal
RSUPD6	46.6964	5.89288	63.4113614930274	-999	RSUPD	R	depth	46.5749	9.61338	61.26	n/a	caudalmiddlefrontal
RSUPD7	46.7583	6.30112	69.1744541199186	-999	RSUPD	R	depth	47.5501	11.6834	66.5334	n/a	caudalmiddlefrontal
RSUPD8	48.3269	7.61699	73.3117144228585	-999	RSUPD	R	depth	49.6505	13.8169	70.3871	n/a	caudalmiddlefrontal
RANTD1	32.7237	-1.41192	32.1097504400086	-999	RANTD	R	depth	30.0857	-1.00294	32.547	Right Cerebral White Matter	caudalmiddlefrontal
RANTD2	36.7456	3.00805	32.5291223077523	-999	RANTD	R	depth	33.8365	2.30439	34.3827	Right PrG precentral gyrus	caudalmiddlefrontal
RANTD3	40.8829	5.62	32.5746613081232	-999	RANTD	R	depth	38.1332	5.61005	36.9462	Right Cerebral White Matter	caudalmiddlefrontal
RANTD4	45.0352	9.24046	35.4740045339221	-999	RANTD	R	depth	41.2843	9.96405	39.6034	n/a	caudalmiddlefrontal
RANTD5	49.043	11.7477	41.0072499566396	-999	RANTD	R	depth	45.581	13.2697	42.1669	Right MFG middle frontal gyrus	caudalmiddlefrontal
RANTD6	50.9715	13.8604	44.2815159477012	-999	RANTD	R	depth	48.7777	16.5621	43.9937	n/a	caudalmiddlefrontal
RANTD7	52.3946	16.5127	47.4612903941043	-999	RANTD	R	depth	51.9474	20.3768	46.595	n/a	rostralmiddlefrontal
RANTD8	54.1566	20.0473	50.5079000188944	-999	RANTD	R	depth	55.0984	24.7308	49.2521	n/a	rostralmiddlefrontal
RANTD9	57.2786	21.5821	53.2065279332528	-999	RANTD	R	depth	58.8781	26.943	51.6951	n/a	rostralmiddlefrontal
RANTD10	59.954	24.314	55.1300433191294	-999	RANTD	R	depth	62.0747	30.2352	53.5217	n/a	rostralmiddlefrontal
RPOSTD1	35.0319	-7.6639	35.4933308775474	-999	RPOSTD	R	depth	32.4908	-6.90751	33.4069	Right Cerebral White Matter	precentral
RPOSTD2	39.1887	-5.891	39.6414217658165	-999	RPOSTD	R	depth	36.2826	-5.82388	37.8948	Right Cerebral White Matter	precentral
RPOSTD3	42.6113	-6.61541	43.9023228086835	-999	RPOSTD	R	depth	39.5203	-4.75534	42.3738	Right PrG precentral gyrus	precentral
RPOSTD4	44.8093	-7.80433	50.6010700627664	-999	RPOSTD	R	depth	42.7869	-4.78199	47.46	Right PrG precentral gyrus	precentral
RPOSTD5	47.5873	-6.14195	55.1367005085596	-999	RPOSTD	R	depth	46.0059	-3.17414	51.9948	Right PrG precentral gyrus	precentral
RPOSTD6	49.7963	-7.35259	58.6339233864859	-999	RPOSTD	R	depth	49.2893	-3.1674	55.6432	n/a	precentral
RPOSTD7	51.4889	-8.50847	62.3425560245382	-999	RPOSTD	R	depth	51.4642	-3.19063	59.2737	n/a	precentral
RPOSTD8	53.299	-7.83801	64.7018082139566	-999	RPOSTD	R	depth	53.6186	-2.10214	61.578	n/a	precentral
RPOSTD9	55.2124	-8.31082	67.0771082947511	-999	RPOSTD	R	depth	55.8103	-2.09201	63.7706	n/a	precentral
RPOSTD10	57.4394	-7.59975	71.1349247654124	-999	RPOSTD	R	depth	58.5022	-1.02182	67.5217	n/a	precentral
