name	x	y	z	size	group	hemisphere	type
RAFA1	46.6061	-31.4874	-37.7426	-999	RAFA	R	depth
RAFA2	47.7265	-32.4183	-41.1174	-999	RAFA	R	depth
RAFA3	49.7002	-33.2234	-43.5034	-999	RAFA	R	depth
RAFA4	50.5145	-34.5004	-45.755	-999	RAFA	R	depth
RAFB1	37.7358	-35.4313	-41.7794	-999	RAFB	R	depth
RAFB2	38.0833	-36.6768	-45.0648	-999	RAFB	R	depth
RAFB3	38.9306	-39.3821	-46.9457	-999	RAFB	R	depth
RAFB4	39.3585	-40.8165	-49.1526	-999	RAFB	R	depth
RAFC1	42.5386	-27.3212	-42.3896	-999	RAFC	R	depth
RAFC2	43.1951	-26.8048	-45.3631	-999	RAFC	R	depth
RAFC3	42.8734	-26.0493	-49.6766	-999	RAFC	R	depth
RAFC4	43.6995	-26.074	-53.0263	-999	RAFC	R	depth
RAFD1	29.8921	-29.4204	-52.5333	-999	RAFD	R	depth
RAFD2	29.401	-28.1237	-56.4706	-999	RAFD	R	depth
RAFD3	29.0348	-27.192	-60.0568	-999	RAFD	R	depth
RAFD4	28.7936	-26.6253	-63.292	-999	RAFD	R	depth
RPFA1	33.4517	-10.5546	-24.5067	-999	RPFA	R	depth
RPFA2	33.9028	-9.48443	-28.9097	-999	RPFA	R	depth
RPFA3	33.5366	-8.55268	-32.4959	-999	RPFA	R	depth
RPFA4	33.2955	-7.98603	-35.7311	-999	RPFA	R	depth
RPFB1	33.2065	-7.63372	-34.2765	-999	RPFB	R	depth
RPFB2	31.2946	-7.33113	-37.6838	-999	RPFB	R	depth
RPFB3	30.111	-6.53795	-40.4533	-999	RPFB	R	depth
RPFC1	33.2018	-9.82463	-25.2089	-999	RPFC	R	depth
RPFC2	32.2469	-7.08075	-28.745	-999	RPFC	R	depth
RPFC3	31.3365	-4.51301	-33.0082	-999	RPFC	R	depth
RA1	14.8266	-12.0898	-15.1648	-999	RA	R	depth
RA2	15.1229	-7.81077	-18.8547	-999	RA	R	depth
RA3	15.1908	-5.4823	-21.7781	-999	RA	R	depth
RA4	15.4871	-1.20327	-25.468	-999	RA	R	depth
RH1	7.32386	-14.7003	-16.4715	-999	RH	R	depth
RH2	5.76854	-11.3965	-18.8593	-999	RH	R	depth
RH3	2.32564	-9.05532	-21.7507	-999	RH	R	depth
RH4	-0.38894	-6.22341	-24.0043	-999	RH	L	depth
LAF1	53.492	-48.8943	-18.0954	-999	LAF	R	depth
LAF2	55.7368	-53.1101	-18.3104	-999	LAF	R	depth
