name	x	y	z	size	group	hemisphere	type	ind.region
LAD1	-24.6998	4.71473	-21.9873470863567	6.183916	LAD	L	depth	entorhinal
LAD2	-30.4732	2.75664	-22.105211597421	6.183916	LAD	L	depth	insula
LAD3	-36.6184	0.968887	-21.8422654988629	6.183916	LAD	L	depth	insula
LAD4	-43.1677	-0.895195	-20.7527537777459	6.183916	LAD	L	depth	superiortemporal
LAD5	-49.086	-1.53885	-18.6962872066667	6.183916	LAD	L	depth	superiortemporal
LAD6	-54.1619	-2.71955	-19.0816127490847	6.183916	LAD	L	depth	middletemporal
LAD7	-59.2497	-4.49981	-19.7380361182249	6.183916	LAD	L	depth	middletemporal
LAD8	-64.7995	-5.62308	-21.6758135423868	6.183916	LAD	L	depth	middletemporal
LAD9	-69.2993	-6.93686	-22.5915236074982	6.183916	LAD	L	depth	middletemporal
LAD10	-73.886	-7.80827	-22.9699626586105	6.183916	LAD	L	depth	middletemporal
LHCD1	-22.382	-3.0608	-23.7690307800876	6.183916	LHCD	L	depth	insula
LHCD2	-27.5609	-5.44388	-24.5432428893928	6.183916	LHCD	L	depth	insula
LHCD3	-32.9285	-7.96915	-25.1243331229981	6.183916	LHCD	L	depth	insula
LHCD4	-39.7046	-10.2744	-23.0900378347076	6.183916	LHCD	L	depth	insula
LHCD5	-44.6378	-12.0432	-21.8192395100465	6.183916	LHCD	L	depth	insula
LHCD6	-49.5176	-14.0014	-21.8519005096395	6.183916	LHCD	L	depth	middletemporal
LHCD7	-56.2633	-14.4265	-20.8851370861107	6.183916	LHCD	L	depth	middletemporal
LHCD8	-61.6313	-15.3808	-20.0086656036061	6.183916	LHCD	L	depth	middletemporal
LHCD9	-67.0089	-17.347	-20.1361781423785	6.183916	LHCD	L	depth	middletemporal
LHCD10	-71.5973	-18.5599	-18.5166395020988	6.183916	LHCD	L	depth	middletemporal
LOFCD1	-6.47833	51.0133	-22.2154202007567	6.183916	LOFCD	L	depth	medialorbitofrontal
LOFCD2	-11.6475	49.0694	-17.3226686097378	6.183916	LOFCD	L	depth	medialorbitofrontal
LOFCD3	-16.0177	47.5959	-11.7065435733724	6.183916	LOFCD	L	depth	medialorbitofrontal
LOFCD4	-22.5069	45.4835	-7.67648543775641	6.183916	LOFCD	L	depth	lateralorbitofrontal
LOFCD5	-27.5089	44.882	-4.6157070092372	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LOFCD6	-34.3205	44.242	1.38750640117121	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LOFCD7	-38.6834	45.5953	8.45815578735249	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LOFCD8	-40.71	45.4896	16.0673259452984	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LOFCD9	-46.8506	43.3082	24.176264703822	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LOFCD10	-49.534	42.0265	27.3912443184776	6.183916	LOFCD	L	depth	rostralmiddlefrontal
LMFD1	-11.0704	23.8126	23.0908674375522	6.183916	LMFD	L	depth	caudalanteriorcingulate
LMFD2	-11.5083	24.5628	28.325406117228	6.183916	LMFD	L	depth	superiorfrontal
LMFD3	-11.088	24.3212	32.4565991091009	6.183916	LMFD	L	depth	superiorfrontal
LMFD4	-11.2471	24.5787	36.6023371656486	6.183916	LMFD	L	depth	superiorfrontal
LMFD5	-11.9333	24.9394	39.2772404122123	6.183916	LMFD	L	depth	superiorfrontal
LMFD6	-12.6856	26.0923	42.8396072793459	6.183916	LMFD	L	depth	superiorfrontal
LMFD7	-15.1984	28.1226	48.8897525097168	6.183916	LMFD	L	depth	superiorfrontal
LMFD8	-16.7412	29.6689	54.1171574343512	6.183916	LMFD	L	depth	superiorfrontal
LMFD9	-16.9863	29.3795	60.2443387760287	6.183916	LMFD	L	depth	superiorfrontal
LMFD10	-17.104	28.1696	66.3298744203082	6.183916	LMFD	L	depth	superiorfrontal
LACD1	-7.01003	45.0957	14.0584348403908	6.183916	LACD	L	depth	superiorfrontal
LACD2	-12.7977	42.2417	15.9221960037283	6.183916	LACD	L	depth	superiorfrontal
LACD3	-19.6183	40.7673	17.7657745092779	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD4	-25.0526	40.4949	21.493838857367	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD5	-27.8602	39.792	24.2206059274744	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD6	-35.2543	35.9346	27.0425264210642	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD7	-43.1862	32.0641	28.6680000776205	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD8	-47.2573	28.4647	30.6851825692116	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD9	-51.1129	25.2971	35.5042334722405	6.183916	LACD	L	depth	rostralmiddlefrontal
LACD10	-54.7941	23.8827	37.3006004382687	6.183916	LACD	L	depth	rostralmiddlefrontal
RAD1	21.728	2.00185	-26.8923800534111	6.183916	RAD	R	depth	insula
RAD2	26.6775	-0.261526	-25.8561591497989	6.183916	RAD	R	depth	insula
RAD3	32.7022	-2.25795	-24.5900639805856	6.183916	RAD	R	depth	insula
RAD4	39.0698	-4.83154	-24.1338414223516	6.183916	RAD	R	depth	insula
RAD5	45.1836	-5.35167	-20.7798756798524	6.183916	RAD	R	depth	superiortemporal
RAD6	50.5266	-7.0471	-19.5815002873122	6.183916	RAD	R	depth	middletemporal
RAD7	56.0963	-9.56677	-22.6137135193091	6.183916	RAD	R	depth	middletemporal
RAD8	62.5567	-10.156	-21.9183175736888	6.183916	RAD	R	depth	middletemporal
RAD9	66.6412	-10.1035	-18.9425395796754	6.183916	RAD	R	depth	middletemporal
RAD10	70.7291	-10.4828	-16.2354071052279	6.183916	RAD	R	depth	middletemporal
RAHCD1	22.5936	-9.42458	-28.9413904039915	6.183916	RAHCD	R	depth	entorhinal
RAHCD2	27.8362	-10.9963	-26.0500671987282	6.183916	RAHCD	R	depth	insula
RAHCD3	33.2383	-13.4991	-25.1536125876532	6.183916	RAHCD	R	depth	insula
RAHCD4	38.0251	-15.9681	-24.4572007487214	6.183916	RAHCD	R	depth	fusiform
RAHCD5	42.4004	-17.9581	-22.8248775363565	6.183916	RAHCD	R	depth	inferiortemporal
RAHCD6	47.852	-19.1302	-20.1797166660476	6.183916	RAHCD	R	depth	middletemporal
RAHCD7	53.93	-20.1068	-17.702135928541	6.183916	RAHCD	R	depth	middletemporal
RAHCD8	58.8866	-19.8509	-10.9054580397025	6.183916	RAHCD	R	depth	middletemporal
RAHCD9	62.9331	-20.4283	-5.66703514043061	6.183916	RAHCD	R	depth	middletemporal
RAHCD10	69.8397	-23.2328	-6.74451967380412	6.183916	RAHCD	R	depth	middletemporal
RPHCD1	26.5157	-14.645	-24.0451084004317	6.183916	RPHCD	R	depth	insula
RPHCD2	31.0858	-17.0034	-21.9107694588793	6.183916	RPHCD	R	depth	insula
RPHCD3	35.0556	-20.8279	-20.9573887937803	6.183916	RPHCD	R	depth	insula
RPHCD4	39.1564	-23.5904	-19.7183921188759	6.183916	RPHCD	R	depth	fusiform
RPHCD5	43.3943	-25.7509	-15.6872369088359	6.183916	RPHCD	R	depth	fusiform
RPHCD6	50.0809	-27.7468	-9.62853063741438	6.183916	RPHCD	R	depth	middletemporal
RPHCD7	55.6148	-32.4004	-6.83578662601153	6.183916	RPHCD	R	depth	middletemporal
RPHCD8	60.7683	-36.205	-5.29077566551702	6.183916	RPHCD	R	depth	middletemporal
RPHCD9	65.23	-38.7562	-2.07313326558478	6.183916	RPHCD	R	depth	middletemporal
RPHCD10	70.0908	-42.2631	-0.68565058738485	6.183916	RPHCD	R	depth	middletemporal
RID1	48.6511	-8.45439	-11.2888815677514	6.183916	RID	R	depth	superiortemporal
RID2	46.1528	-7.28993	-3.44974783135548	6.183916	RID	R	depth	superiortemporal
RID3	42.889	-6.03753	3.75676773163051	6.183916	RID	R	depth	insula
RID4	41.0421	-5.33787	11.0141802622239	6.183916	RID	R	depth	postcentral
RID5	40.8298	-6.1076	18.491064222779	6.183916	RID	R	depth	precentral
RID6	41.0555	-3.43558	29.7025662463486	6.183916	RID	R	depth	precentral
RID7	41.2381	2.26596	36.3711579452998	6.183916	RID	R	depth	precentral
RID8	40.469	1.38734	41.0759069141947	6.183916	RID	R	depth	precentral
RID9	39.3918	2.19503	48.2076700737448	6.183916	RID	R	depth	caudalmiddlefrontal
RID10	38.4458	4.78474	55.1650591800864	6.183916	RID	R	depth	caudalmiddlefrontal
ROFCD1	1.56537	38.5682	-23.5740444727188	6.183916	ROFCD	R	depth	medialorbitofrontal
ROFCD2	7.97502	38.1802	-19.0529806112116	6.183916	ROFCD	R	depth	medialorbitofrontal
ROFCD3	13.1908	37.4033	-13.374680272359	6.183916	ROFCD	R	depth	medialorbitofrontal
ROFCD4	16.78	37.4911	-6.20720681307107	6.183916	ROFCD	R	depth	medialorbitofrontal
ROFCD5	19.6664	37.4638	1.11025763327121	6.183916	ROFCD	R	depth	lateralorbitofrontal
ROFCD6	23.1536	36.7358	7.93611181051165	6.183916	ROFCD	R	depth	rostralmiddlefrontal
ROFCD7	27.9123	35.9777	13.662572331373	6.183916	ROFCD	R	depth	rostralmiddlefrontal
ROFCD8	34.9253	34.6477	18.2725552945293	6.183916	ROFCD	R	depth	rostralmiddlefrontal
ROFCD9	38.5163	33.1307	28.7912826846944	6.183916	ROFCD	R	depth	rostralmiddlefrontal
ROFCD10	43.3218	30.9449	35.2153838391191	6.183916	ROFCD	R	depth	rostralmiddlefrontal
RMFD1	11.3044	26.3311	22.9170831559587	6.183916	RMFD	R	depth	superiorfrontal
RMFD2	12.1659	25.0833	27.1655288040809	6.183916	RMFD	R	depth	superiorfrontal
RMFD3	13.0534	24.4794	32.2797131206451	6.183916	RMFD	R	depth	superiorfrontal
RMFD4	14.4551	23.997	37.9744779387355	6.183916	RMFD	R	depth	superiorfrontal
RMFD5	18.1121	24.3248	44.073751107654	6.183916	RMFD	R	depth	superiorfrontal
RMFD6	19.9896	26.3234	48.1496109240383	6.183916	RMFD	R	depth	superiorfrontal
RMFD7	21.2164	28.132	52.8742866736632	6.183916	RMFD	R	depth	superiorfrontal
RMFD8	22.8056	27.0495	57.5970895685607	6.183916	RMFD	R	depth	superiorfrontal
RMFD9	25.6891	25.2181	64.4000659556377	6.183916	RMFD	R	depth	superiorfrontal
RMFD10	27.3307	24.0262	68.0374652757605	6.183916	RMFD	R	depth	superiorfrontal
RSMAD1	4.21651	-4.29928	53.8124629483558	6.183916	RSMAD	R	depth	superiorfrontal
RSMAD2	8.63607	-5.29674	56.8187983466126	6.183916	RSMAD	R	depth	superiorfrontal
RSMAD3	12.2179	-7.32421	58.6070477751431	6.183916	RSMAD	R	depth	superiorfrontal
RSMAD4	17.8192	-10.7576	60.8762638084395	6.183916	RSMAD	R	depth	superiorfrontal
RSMAD5	22.3003	-15.047	63.6322765853971	6.183916	RSMAD	R	depth	precentral
RSMAD6	24.8458	-17.1929	65.4638104470265	6.183916	RSMAD	R	depth	precentral
RSMAD7	27.6197	-18.945	67.1756604868331	6.183916	RSMAD	R	depth	precentral
RSMAD8	30.5959	-20.6167	68.7145694495044	6.183916	RSMAD	R	depth	precentral
RSMAD9	33.2903	-21.025	71.1082904049685	6.183916	RSMAD	R	depth	precentral
