name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
AG1	-26.534	58.4141	27.2197189184105	-999	AG	L	strip	-22.9237	59.3233	28.2235	n/a	rostralmiddlefrontal
AG2	-30.7196	52.181	35.1865475550567	-999	AG	L	strip	-26.2619	51.0235	34.873	n/a	rostralmiddlefrontal
AG3	-30.2009	43.6988	45.4155080405624	-999	AG	L	strip	-28.1492	42.9238	40.3599	n/a	superiorfrontal
AG4	-34.3183	30.6677	49.3887610082309	-999	AG	L	strip	-29.0722	33.1628	45.1862	n/a	caudalmiddlefrontal
AG5	-38.9945	21.8302	54.9661810999569	-999	AG	L	strip	-29.0149	23.3899	50.0104	n/a	caudalmiddlefrontal
AG6	-36.4611	56.9629	24.3453479371921	-999	AG	L	strip	-31.8599	57.936	22.0392	n/a	rostralmiddlefrontal
AG7	-35.7332	50.0032	33.3669035287765	-999	AG	L	strip	-33.7275	49.6184	28.6853	n/a	rostralmiddlefrontal
AG8	-37.8739	40.0881	41.7059664655757	-999	AG	L	strip	-35.6122	40.1182	34.5481	n/a	rostralmiddlefrontal
AG9	-42.3267	28.7399	45.1093019850472	-999	AG	L	strip	-37.0262	30.8299	39.2502	n/a	caudalmiddlefrontal
AG10	-46.314	17.6949	49.741918545352	-999	AG	L	strip	-37.968	20.8199	43.0426	n/a	caudalmiddlefrontal
AG11	-45.7525	51.1596	16.9554677963385	-999	AG	L	strip	-39.3424	55.3482	15.0682	n/a	rostralmiddlefrontal
AG12	-44.9782	45.5958	26.0350475785264	-999	AG	L	strip	-41.2288	46.7817	20.6802	n/a	rostralmiddlefrontal
AG13	-48.7722	36.1477	31.6346550308269	-999	AG	L	strip	-43.6037	37.2873	26.544	n/a	rostralmiddlefrontal
AG14	-51.0188	26.0968	36.771170214247	-999	AG	L	strip	-44.5266	27.5264	31.3704	n/a	rostralmiddlefrontal
AG15	-51.9404	17.7744	42.9188062033272	-999	AG	L	strip	-45.4523	19.1658	35.821	n/a	caudalmiddlefrontal
AG16	-53.7282	48.0819	6.8048501557978	-999	AG	L	strip	-45.8625	52.0328	7.18601	n/a	rostralmiddlefrontal
AG17	-53.2781	39.616	17.2013448427108	-999	AG	L	strip	-49.2016	44.1998	13.7102	n/a	rostralmiddlefrontal
AG18	-58.6622	30.1397	20.2795032601232	-999	AG	L	strip	-50.1246	34.4388	18.5366	n/a	rostralmiddlefrontal
AG19	-58.4591	20.4241	29.6283652196407	-999	AG	L	strip	-50.0672	24.666	23.3607	n/a	rostralmiddlefrontal
AG20	-59.1315	12.2709	36.0041046264401	-999	AG	L	strip	-50.991	15.3716	28.0618	n/a	precentral
AS1	-2.025	55.3927	30.0658336131825	-999	AS	L	strip	0.634966	63.7388	29.1108	n/a	superiorfrontal
AS2	-6.52518	55.7573	40.8055146509333	-999	AS	L	strip	-1.65313	59.2242	39.1426	n/a	superiorfrontal
AS3	-9.98054	50.1941	47.8997718730214	-999	AS	L	strip	-6.93782	53.5314	46.2042	n/a	superiorfrontal
AS4	-13.2332	42.7016	54.4168408288454	-999	AS	L	strip	-10.8064	46.1401	50.4109	n/a	superiorfrontal
AS5	-17.1922	32.5409	60.8612131241071	-999	AS	L	strip	-15.2003	36.8562	52.9264	n/a	superiorfrontal
AS6	-25.1745	24.2172	61.7312840272689	-999	AS	L	strip	-19.5949	28.0392	55.3166	n/a	superiorfrontal
DA1	-0.886004	4.07841	26.0386156160085	-999	DA	L	depth	0.454215	7.71606	27.631	Left MCgG middle cingulate gyrus	n/a
DA2	-4.60738	6.60869	29.1249579165397	-999	DA	L	depth	-1.94491	10.8269	30.1123	Left MCgG middle cingulate gyrus	caudalanteriorcingulate
DA3	-6.7578	7.84467	30.9208122693237	-999	DA	L	depth	-3.88871	12.0333	30.9002	Left Cerebral White Matter	caudalanteriorcingulate
DA4	-9.73996	10.1171	36.3402634175509	-999	DA	L	depth	-7.24853	14.938	34.543	Left MCgG middle cingulate gyrus	superiorfrontal
DA5	-12.7291	11.5907	37.5825948887113	-999	DA	L	depth	-10.1549	16.8721	36.242	Left Cerebral White Matter	superiorfrontal
DA6	-13.9861	13.5021	39.5918971168228	-999	DA	L	depth	-12.0629	19.5102	38.8476	Left Cerebral White Matter	superiorfrontal
DA7	-15.7076	14.6304	42.4783215821696	-999	DA	L	depth	-14.4592	21.2204	41.7047	Left Cerebral White Matter	superiorfrontal
DA8	-19.1819	16.3259	45.4103099680972	-999	DA	L	depth	-17.3459	22.9366	44.5629	Left SFG superior frontal gyrus	superiorfrontal
DA9	-23.8478	18.4118	48.2842114233237	-999	DA	L	depth	-19.7424	24.6469	47.42	Left SFG superior frontal gyrus	superiorfrontal
DA10	-28.6646	19.9863	51.3032228261297	-999	DA	L	depth	-22.6271	25.4294	50.5288	Left MFG middle frontal gyrus	caudalmiddlefrontal
MS1	-1.85743	29.8391	41.6690124631624	-999	MS	L	strip	3.69197	33.6377	40.4745	n/a	superiorfrontal
MS2	-0.455106	25.4583	53.2821296952785	-999	MS	L	strip	2.87174	30.506	50.1272	n/a	superiorfrontal
MS3	-2.9409	20.7199	63.7129445463707	-999	MS	L	strip	-0.399445	27.4037	59.7853	n/a	superiorfrontal
MS4	-12.5926	18.5309	67.7485647421788	-999	MS	L	strip	-8.6692	24.5165	63.9085	n/a	superiorfrontal
MS5	-19.7069	8.10547	70.3044878573587	-999	MS	L	strip	-16.0058	16.2019	66.1802	n/a	superiorfrontal
MS6	-26.4853	0.457847	71.8788671147555	-999	MS	L	strip	-22.4212	8.52899	64.9715	n/a	superiorfrontal
PG1	-49.1875	-76.494	30.4341187604766	-999	PG	L	grid	-46.8123	-73.4776	28.7612	n/a	inferiorparietal
PG2	-56.448	-65.8542	31.88162797274	-999	PG	L	grid	-52.1841	-64.0442	28.4612	n/a	inferiorparietal
