name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
G1	-49.4623	21.1879	-39.5809759090378	-999	G	L	strip	-45.1292	13.468	-34.0388	n/a	temporalpole	n/a	n/a
G2	-55.9302	15.1057	-32.5836608696147	-999	G	L	strip	-50.0197	5.98866	-28.9856	n/a	superiortemporal	n/a	n/a
G3	-61.6262	4.77598	-28.2236649909419	-999	G	L	strip	-51.9221	-2.61252	-23.3941	n/a	superiortemporal	n/a	n/a
G4	-69.1247	-6.94036	-20.8920675919467	-999	G	L	strip	-55.4409	-11.9368	-17.7392	n/a	middletemporal	n/a	n/a
G5	-71.6264	-17.6638	-17.1183783152011	-999	G	L	strip	-56.7671	-20.214	-13.3383	n/a	middletemporal	n/a	n/a
G6	-70.6365	-26.1756	-10.095692400364	-999	G	L	strip	-60.412	-28.541	-7.95945	n/a	middletemporal	n/a	n/a
G7	-70.5335	-35.1723	-3.287170781155	-999	G	L	strip	-59.4359	-37.0177	-3.32119	n/a	middletemporal	n/a	n/a
G8	-70.5671	-43.1966	1.44160291548798	-999	G	L	strip	-58.3177	-46.2423	0.377633	n/a	bankssts	n/a	n/a
G9	-46.9677	21.6837	-24.0547993157737	-999	G	L	strip	-43.9349	18.2571	-23.717	n/a	temporalpole	n/a	n/a
G10	-58.4035	17.5474	-15.6090427577793	-999	G	L	strip	-48.8254	10.7778	-18.6637	n/a	superiortemporal	n/a	n/a
G11	-62.8406	6.23051	-13.8229856560448	-999	G	L	strip	-52.3279	1.70258	-14.2242	n/a	superiortemporal	n/a	n/a
G12	-66.5887	-0.593458	-4.63723919420497	-999	G	L	strip	-54.2933	-6.39992	-8.77084	n/a	superiortemporal	n/a	n/a
G13	-70.0431	-11.4492	-4.13653054171238	-999	G	L	strip	-56.7392	-14.8268	-4.41964	n/a	superiortemporal	n/a	n/a
G14	-71.1092	-21.9145	3.34197750079724	-999	G	L	strip	-57.9557	-24.3492	1.49673	n/a	superiortemporal	n/a	n/a
G15	-71.4857	-30.7296	5.43204792223309	-999	G	L	strip	-58.1623	-32.4576	6.33145	n/a	superiortemporal	n/a	n/a
G16	-68.5361	-39.7435	8.39336182217069	-999	G	L	strip	-58.2429	-41.5622	11.4636	n/a	superiortemporal	n/a	n/a
G18	-54.2807	16.6644	-9.44274892714001	-999	G	L	strip	-47.4258	14.3201	-9.14345	n/a	superiortemporal	n/a	n/a
G19	-61.3499	14.4223	-3.08088260565922	-999	G	L	strip	-51.1336	6.49179	-3.90244	n/a	superiortemporal	n/a	n/a
G20	-66.006	6.75377	2.82126663130529	-999	G	L	strip	-53.0197	-1.85843	0.509727	n/a	precentral	n/a	n/a
G21	-67.5771	-2.03168	6.67224349871823	-999	G	L	strip	-55.5448	-10.0119	6.41522	n/a	postcentral	n/a	n/a
G22	-69.7432	-14.0171	8.93960706652063	-999	G	L	strip	-55.5625	-19.6146	11.6961	n/a	postcentral	n/a	n/a
G23	-69.0323	-21.9616	13.0382226672445	-999	G	L	strip	-55.7691	-27.723	16.5308	n/a	supramarginal	n/a	n/a
G24	-68.3052	-29.5504	21.2424234057851	-999	G	L	strip	-55.8497	-36.8275	21.6629	n/a	supramarginal	n/a	n/a
