name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region	stein.region
OF1	-0.946358	41.0988	-20.09476714539	-999	OF	L	depth	-2.70223	41.6582	-16.2391	n/a	medialorbitofrontal	n/a	n/a
OF2	-3.24201	41.4197	-18.1860294501359	-999	OF	L	depth	-6.05756	41.9613	-14.0706	Left MFC medial frontal cortex	medialorbitofrontal	n/a	n/a
OF3	-6.61619	40.9575	-16.9378607644214	-999	OF	L	depth	-9.43355	41.394	-12.1901	Left Cerebral White Matter	medialorbitofrontal	n/a	n/a
OF4	-11.0811	40.8073	-15.9656692847188	-999	OF	L	depth	-12.7465	42.0271	-10.9757	Left Cerebral White Matter	medialorbitofrontal	n/a	n/a
OF5	-15.6697	39.2393	-14.4988857421805	-999	OF	L	depth	-16.5927	41.4731	-9.09909	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF6	-19.001	38.8315	-11.7009140176961	-999	OF	L	depth	-19.9377	42.2115	-6.78671	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF7	-22.5439	37.5618	-9.19412536440922	-999	OF	L	depth	-23.3136	41.6442	-4.9062	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF8	-26.8195	37.3096	-8.38935607675797	-999	OF	L	depth	-26.6266	42.2773	-3.69172	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF9	-32.2126	36.611	-6.64365488843717	-999	OF	L	depth	-29.9716	43.0194	-1.3058	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF10	-37.7017	35.2256	-4.95513225412665	-999	OF	L	depth	-33.8177	42.4741	0.7464	Left Cerebral White Matter	lateralorbitofrontal	n/a	n/a
OF11	-43.1437	34.6108	-2.09991348000393	-999	OF	L	depth	-37.1731	42.7876	3.12227	Left Cerebral White Matter	parstriangularis	n/a	n/a
OF12	-47.1566	34.5841	-1.75397912057604	-999	OF	L	depth	-40.5067	42.5546	4.13561	Left Cerebral White Matter	parstriangularis	n/a	n/a
OF13	-51.0905	33.9317	-0.253974094513074	-999	OF	L	depth	-43.862	42.8682	6.51149	Left TrIFG triangular part of the inferior frontal gyrus	parstriangularis	n/a	n/a
OF14	-53.5778	33.2524	2.70804352740931	-999	OF	L	depth	-47.2071	43.6177	9.0471	Left TrIFG triangular part of the inferior frontal gyrus	parstriangularis	n/a	n/a
AI1	-32.8224	-1.64015	10.85593801257	-999	AI	L	depth	-33.2164	2.21932	12.7823	Left Cerebral White Matter	insula	n/a	n/a
AI2	-35.1633	-0.656328	11.7261956395502	-999	AI	L	depth	-35.5363	3.59343	13.2401	Left Cerebral White Matter	insula	n/a	n/a
AI3	-39.4639	1.02991	11.7138842313683	-999	AI	L	depth	-39.6842	5.78203	12.7976	Left AIns anterior insula	insula	n/a	n/a
AI4	-43.9523	1.70314	11.994962507689	-999	AI	L	depth	-44.3551	7.22225	13.2341	Left CO central operculum	precentral	n/a	n/a
AI5	-47.5491	2.51009	11.0581775855049	-999	AI	L	depth	-47.5833	8.51226	12.4807	Left Cerebral White Matter	precentral	n/a	n/a
AI6	-51.7349	3.01147	10.0261659754559	-999	AI	L	depth	-50.8012	10.2384	11.887	Left Cerebral White Matter	precentral	n/a	n/a
AI7	-56.6717	4.0921	11.4983065403825	-999	AI	L	depth	-54.0511	12.075	12.496	Left PrG precentral gyrus	precentral	n/a	n/a
AI8	-62.4305	6.65376	10.9938650470084	-999	AI	L	depth	-58.6795	13.8408	11.8895	Left Cerebral White Matter	precentral	n/a	n/a
MI1	-31.194	-13.0133	13.2833009672607	-999	MI	L	depth	-31.4101	-10.59	16.2726	Left Cerebral White Matter	insula	n/a	n/a
MI2	-34.8947	-13.2525	13.7053690943448	-999	MI	L	depth	-34.7013	-10.4974	16.243	Left PIns posterior insula	insula	n/a	n/a
MI3	-38.5576	-12.3444	14.7402686659379	-999	MI	L	depth	-37.9616	-9.09682	16.6923	Left PIns posterior insula	insula	n/a	n/a
MI4	-42.9544	-11.6017	14.6976339300888	-999	MI	L	depth	-42.6634	-8.96472	16.6498	Left CO central operculum	postcentral	n/a	n/a
MI5	-46.0024	-10.8564	14.2073837220714	-999	MI	L	depth	-45.9547	-8.87227	16.6201	Left CO central operculum	postcentral	n/a	n/a
MI6	-50.9665	-10.3118	13.6917945447108	-999	MI	L	depth	-50.6358	-7.86798	16.8971	Left Cerebral White Matter	postcentral	n/a	n/a
MI7	-54.8216	-10.602	13.6272342953599	-999	MI	L	depth	-53.9272	-7.77554	16.8673	Left Cerebral White Matter	postcentral	n/a	n/a
MI8	-59.5928	-9.79765	14.8402329726018	-999	MI	L	depth	-58.1381	-6.78451	17.1485	Left Cerebral White Matter	postcentral	n/a	n/a
MI9	-63.0126	-8.27539	14.7526688377728	-999	MI	L	depth	-61.8571	-6.35331	16.0715	Left Cerebral White Matter	postcentral	n/a	n/a
MI10	-66.0118	-6.77638	15.0488793789466	-999	MI	L	depth	-65.1173	-4.95267	16.5207	Left Cerebral White Matter	postcentral	n/a	n/a
PI1	-31.9833	-20.7429	1.96045578257595	-999	PI	L	depth	-32.4384	-21.5808	6.41752	Left Cerebral White Matter	insula	n/a	n/a
PI2	-34.2969	-20.5857	1.94442514898121	-999	PI	L	depth	-34.7893	-21.5147	6.39629	Left Cerebral White Matter	insula	n/a	n/a
PI3	-39.0756	-20.5481	3.28449450663176	-999	PI	L	depth	-39.5335	-21.7081	7.39694	Left TTG transverse temporal gyrus	transversetemporal	n/a	n/a
PI4	-43.6025	-19.6111	3.89153688192396	-999	PI	L	depth	-43.734	-20.2811	7.83783	Left Cerebral White Matter	transversetemporal	n/a	n/a
PI5	-47.782	-20.2899	4.70694825606097	-999	PI	L	depth	-47.5379	-20.5008	8.84691	Left TTG transverse temporal gyrus	transversetemporal	n/a	n/a
PI6	-51.1001	-20.3819	4.39055961491623	-999	PI	L	depth	-50.8292	-20.4083	8.81724	Left PT planum temporale	superiortemporal	n/a	n/a
PI7	-55.0257	-20.2996	4.2171153382028	-999	PI	L	depth	-55.0401	-19.4174	9.09844	Left Cerebral White Matter	superiortemporal	n/a	n/a
PI8	-58.1306	-21.3319	4.95200764009587	-999	PI	L	depth	-58.3737	-19.6504	10.1118	Left Cerebral White Matter	superiortemporal	n/a	n/a
PI9	-62.2174	-22.1628	3.60327599535153	-999	PI	L	depth	-63.0756	-19.5181	10.0693	Left Cerebral White Matter	superiortemporal	n/a	n/a
PI10	-64.983	-21.4378	5.21774727189689	-999	PI	L	depth	-66.3782	-18.4431	11.5617	Left Cerebral White Matter	superiortemporal	n/a	n/a
A1	-17.7539	1.85174	-26.2664339053518	-999	A	L	depth	-15.361	-1.36591	-20.0362	Left Ent entorhinal area	n/a	n/a	Left EC
A2	-20.1979	2.07554	-26.5920536999104	-999	A	L	depth	-18.6523	-1.27326	-20.0637	Left Ent entorhinal area	n/a	n/a	Left EC
A3	-25.1455	2.64427	-26.6979141348428	-999	A	L	depth	-25.2349	-1.08807	-20.1188	Left Amygdala	n/a	n/a	Left Amy
