name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
G1	-42.7015	18.1305	-48.7166817323517	-999	G	L	grid	-35.8334	13.9927	-32.4827	n/a	middletemporal
G2	-51.2075	9.83176	-46.9993016964932	-999	G	L	grid	-41.4346	5.7942	-29.1566	n/a	middletemporal
G3	-57.0803	1.35918	-42.2558698223003	-999	G	L	grid	-45.9789	-2.77186	-25.8673	n/a	middletemporal
G4	-62.8356	-5.1412	-31.4257041499483	-999	G	L	grid	-51.0885	-10.895	-22.5857	n/a	inferiortemporal
G5	-69.7108	-17.7559	-23.3555322164943	-999	G	L	grid	-54.3317	-19.7121	-17.364	n/a	inferiortemporal
G6	-69.985	-27.9457	-22.2964889423876	-999	G	L	grid	-58.606	-29.2569	-12.9855	n/a	middletemporal
G7	-70.9621	-37.3106	-17.321786776052	-999	G	L	grid	-59.0224	-37.6796	-9.01619	n/a	middletemporal
G8	-68.1225	-49.7837	-13.7695859154496	-999	G	L	grid	-57.1031	-48.393	-4.96371	n/a	inferiortemporal
G9	-49.1306	25.0847	-37.4269606673552	-999	G	L	grid	-37.5627	19.3419	-24.9506	n/a	superiortemporal
G10	-55.1509	18.6998	-36.8332480703058	-999	G	L	grid	-43.1639	11.1434	-21.6242	n/a	superiortemporal
G11	-61.8802	9.57824	-28.4572130646349	-999	G	L	grid	-49.1344	2.92768	-17.2688	n/a	superiortemporal
G12	-65.8596	-0.332019	-18.0058840918106	-999	G	L	grid	-52.5478	-6.52452	-13.9641	n/a	superiortemporal
G13	-71.5068	-12.1792	-14.8919987460556	-999	G	L	grid	-54.8081	-15.1908	-8.83173	n/a	middletemporal
G14	-71.7874	-23.4748	-12.306414868175	-999	G	L	grid	-58.0993	-24.5847	-4.54238	n/a	middletemporal
G15	-72.0408	-34.0053	-8.06395382119137	-999	G	L	grid	-57.385	-33.8935	-0.557651	n/a	bankssts
G16	-69.7633	-47.6783	-3.99296996879786	-999	G	L	grid	-55.4656	-44.6009	3.61466	n/a	middletemporal
ILT1	-26.4202	-100.26	-12.1724310994701	-999	ILT	L	strip	-26.6334	-95.6	-0.949286	n/a	lateraloccipital
G18	-56.7243	19.8549	-21.8381413340285	-999	G	L	grid	-43.6402	15.6646	-13.0919	n/a	superiortemporal
G19	-61.7982	10.5446	-14.5881532842095	-999	G	L	grid	-49.7328	7.39069	-9.7211	n/a	superiortemporal
G20	-65.6631	4.08961	-9.27945227605193	-999	G	L	grid	-53.0241	-2.00323	-5.43178	n/a	superiortemporal
G21	-68.9942	-8.3488	-6.40179220806882	-999	G	L	grid	-55.4064	-10.7278	-1.28399	n/a	superiortemporal
G22	-70.8925	-22.0927	-2.01776709878562	-999	G	L	grid	-56.5359	-20.2665	4.13443	n/a	bankssts
G23	-71.4075	-29.7423	3.11049944283667	-999	G	L	grid	-55.7475	-30.077	8.50826	n/a	bankssts
G24	-69.0136	-42.23	7.54566917205133	-999	G	L	grid	-54.0501	-39.2185	12.7303	n/a	bankssts
ILT2	-36.6515	-94.9756	-9.07724457380852	-999	ILT	L	strip	-36.7111	-91.8486	-0.624751	n/a	lateraloccipital
G26	-58.5404	18.0759	-10.9192676966484	-999	G	L	grid	-42.9857	19.2998	-4.5442	n/a	parsopercularis
G27	-63.6712	13.2803	-0.0917435270698932	-999	G	L	grid	-49.1042	12.1226	-0.263603	n/a	precentral
G28	-68.305	3.84251	0.624916764007526	-999	G	L	grid	-51.3867	1.79774	3.32273	n/a	precentral
G29	-68.7738	-5.37595	7.49994315715619	-999	G	L	grid	-53.647	-6.84622	8.90155	n/a	superiortemporal
G30	-70.0946	-17.7212	8.78671883667411	-999	G	L	grid	-54.8985	-16.4393	13.4145	n/a	superiortemporal
G31	-69.3451	-27.9254	12.2323258193339	-999	G	L	grid	-54.11	-26.2498	17.7883	n/a	superiortemporal
G32	-69.7583	-37.0579	17.9062556867479	-999	G	L	grid	-55.5094	-34.806	22.1917	n/a	supramarginal
TT1	-22.37	-9.4467	-41.277288749328	-999	TT	L	strip	-21.9652	-11.762	-25.6348	n/a	entorhinal
TT2	-19.5409	-1.77672	-43.9075070425115	-999	TT	L	strip	-17.5911	-3.83096	-30.841	n/a	entorhinal
TT3	-18.0525	5.06005	-46.1572483300468	-999	TT	L	strip	-18.0098	3.40395	-34.6165	n/a	temporalpole
TT4	-20.9444	14.6433	-44.2766641922219	-999	TT	L	strip	-19.5629	14.2921	-35.7151	n/a	temporalpole
TT5	-24.6779	22.5915	-42.1150343080325	-999	TT	L	strip	-26.008	20.8784	-31.9736	n/a	temporalpole
TT6	-32.4852	27.6686	-38.8969800798956	-999	TT	L	strip	-31.8389	22.3795	-24.7105	n/a	superiortemporal
AST1	-16.6924	4.55079	-36.603389875311	-999	AST	L	strip	-14.6756	3.25132	-24.8441	n/a	entorhinal
AST2	-18.6373	3.62195	-49.256764332968	-999	AST	L	strip	-16.1917	4.74267	-34.8995	n/a	temporalpole
AST3	-23.7501	7.97425	-53.2797971925252	-999	AST	L	strip	-24.6655	3.24427	-39.1089	n/a	fusiform
AST4	-32.8354	4.66273	-55.3667408149459	-999	AST	L	strip	-35.2343	4.31049	-37.4489	n/a	inferiortemporal
MST1	-12.938	1.90473	-27.7661894320647	-999	MST	L	strip	-13.3258	-1.64224	-19.3978	n/a	n/a
MST2	-16.6481	-4.68982	-37.0985359828546	-999	MST	L	strip	-17.3464	-8.93364	-26.2902	n/a	entorhinal
MST3	-22.1855	-8.82177	-43.0382379940297	-999	MST	L	strip	-25.1548	-12.4888	-31.3194	n/a	fusiform
MST4	-30.4936	-14.0138	-42.0440266614205	-999	MST	L	strip	-34.2454	-13.9634	-32.4856	n/a	fusiform
ILT3	-44.9309	-86.7077	-9.2834316171232	-999	ILT	L	strip	-44.8232	-85.186	-1.76947	n/a	lateraloccipital
ILT4	-49.5978	-78.3059	-9.62803072441918	-999	ILT	L	strip	-50.7994	-77.5864	-1.17572	n/a	lateraloccipital
ILT5	-55.8845	-70.2247	-7.67503996772442	-999	ILT	L	strip	-53.9745	-68.4972	-0.95428	n/a	lateraloccipital
ILT6	-62.7283	-61.1499	-7.24068828147717	-999	ILT	L	strip	-57.8372	-59.0233	-1.72515	n/a	lateraloccipital
LID1	-27.3074	-40.6071	-1.04076500500212	-999	LID	L	depth	-28.9522	-36.8279	0.674832	Left Cerebral White Matter	n/a
LID2	-27.1567	-45.8022	-1.62053208939096	-999	LID	L	depth	-29.2436	-42.7404	0.354876	Left Cerebral White Matter	n/a
LID3	-26.518	-49.1886	-1.81411508917519	-999	LID	L	depth	-28.6519	-46.8883	0.773392	Left Cerebral White Matter	lingual
LID4	-27.1436	-53.2676	-1.96386322875734	-999	LID	L	depth	-28.8952	-52.224	1.38574	Left Cerebral White Matter	lingual
LID5	-27.365	-57.8778	-1.3913774726939	-999	LID	L	depth	-29.0165	-57.5009	2.99262	Left Cerebral White Matter	lingual
LID6	-27.5973	-63.7444	0.190728756853392	-999	LID	L	depth	-29.1859	-63.3533	3.69258	Left Cerebral White Matter	lingual
LID7	-27.8097	-68.8404	0.643933712272532	-999	LID	L	depth	-28.5942	-67.5002	4.13112	Left Lateral Ventricle	lingual
LID8	-28.8508	-75.2366	1.06702418525017	-999	LID	L	depth	-28.7155	-72.7714	5.85472	Left Cerebral White Matter	lateraloccipital
SLT1	-26.3535	-89.3298	37.8669462873653	-999	SLT	L	strip	-23.6227	-87.0394	41.0826	n/a	superiorparietal
SLT2	-36.4407	-85.2731	34.5780106255043	-999	SLT	L	strip	-34.1663	-81.8563	39.1345	n/a	inferiorparietal
