name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LOTD1-LOTD2	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD2-LOTD3	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD3-LOTD4	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD4-LOTD5	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD5-LOTD6	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD6-LOTD7	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD7-LOTD8	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD8-LOTD9	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD9-LOTD10	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD10-LOTD11	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
LOTD11-LOTD12	SEEG	V	n/a	n/a	bipolar	LOTD	1600	depth	n/a
ROTD1-ROTD2	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD2-ROTD3	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD3-ROTD4	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD4-ROTD5	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD5-ROTD6	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD6-ROTD7	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD7-ROTD8	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD8-ROTD9	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD9-ROTD10	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD10-ROTD11	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
ROTD11-ROTD12	SEEG	V	n/a	n/a	bipolar	ROTD	1600	depth	n/a
LTS1-LTS2	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS2-LTS3	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS3-LTS4	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS4-LTS5	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS5-LTS6	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS6-LTS7	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LTS7-LTS8	ECOG	V	n/a	n/a	bipolar	LTS	1600	strip	n/a
LID1-LID2	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID2-LID3	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID3-LID4	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID4-LID5	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID5-LID6	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID6-LID7	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID7-LID8	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID8-LID9	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID9-LID10	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID10-LID11	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
LID11-LID12	SEEG	V	n/a	n/a	bipolar	LID	1600	depth	n/a
RID1-RID2	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID2-RID3	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID3-RID4	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID4-RID5	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID5-RID6	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID6-RID7	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID7-RID8	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID8-RID9	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID9-RID10	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID10-RID11	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RID11-RID12	SEEG	V	n/a	n/a	bipolar	RID	1600	depth	n/a
RTS1-RTS2	ECOG	V	n/a	n/a	bipolar	RTS	1600	strip	n/a
RTS2-RTS3	ECOG	V	n/a	n/a	bipolar	RTS	1600	strip	n/a
