name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
LAT1	-34.3431	25.6224	-44.0823466042888	-999	LAT	L	strip	-29.9187	17.2797	-34.6399	n/a	temporalpole
LAT2	-43.3705	25.8497	-42.2880509950309	-999	LAT	L	strip	-38.8573	19.3513	-32.4958	n/a	temporalpole
LAT3	-47.7514	25.814	-31.3987347899738	-999	LAT	L	strip	-45.9122	16.7839	-28.2738	n/a	temporalpole
LAT4	-55.3807	19.229	-24.7592694897756	-999	LAT	L	strip	-52.5328	12.0388	-22.5562	n/a	middletemporal
LAT5	-59.5181	13.7467	-19.3896504049378	-999	LAT	L	strip	-57.6824	6.74944	-16.6419	n/a	superiortemporal
LAT6	-65.0981	3.13968	-17.8571076220661	-999	LAT	L	strip	-59.8902	0.370918	-10.3337	n/a	middletemporal
LAT7	-67.1999	-3.60402	-13.0324282235653	-999	LAT	L	strip	-61.0998	-7.72944	-4.64943	n/a	superiortemporal
LAT8	-69.6994	-10.6562	-9.30847609361512	-999	LAT	L	strip	-63.2881	-15.3065	0.881429	n/a	middletemporal
LIF1	-43.0144	57.6488	9.6716332080343	-999	LIF	L	strip	-40.9308	57.8278	7.97068	n/a	rostralmiddlefrontal
LIF2	-49.1805	48.4931	14.1158540752928	-999	LIF	L	strip	-46.8625	49.9334	7.03464	n/a	rostralmiddlefrontal
LIF3	-53.7308	41.6954	13.026127452356	-999	LIF	L	strip	-52.338	41.7837	7.31292	n/a	rostralmiddlefrontal
LIF4	-59.5254	30.9108	12.5311197813317	-999	LIF	L	strip	-57.2964	32.8882	6.65659	n/a	parstriangularis
LIF5	-62.1178	25.5323	4.85703890119268	-999	LIF	L	strip	-58.3343	22.3832	6.60285	n/a	parsopercularis
LIF6	-64.0571	14.4442	-0.0604319080964061	-999	LIF	L	strip	-59.295	12.8244	4.09059	n/a	parsopercularis
LIF7	-66.6694	5.55409	0.001355399740526	-999	LIF	L	strip	-59.3485	2.2762	4.11004	n/a	superiortemporal
LIF8	-67.1108	-2.85984	-2.36333286868363	-999	LIF	L	strip	-59.3661	-8.03829	2.95184	n/a	superiortemporal
LSF1	-33.3078	32.7156	47.2989297309111	-999	LSF	L	strip	-35.0995	40.4362	41.4747	n/a	rostralmiddlefrontal
LSF2	-41.959	31.5712	44.5160523539453	-999	LSF	L	strip	-43.9099	36.2573	38.4189	n/a	caudalmiddlefrontal
LSF3	-47.0097	27.224	40.8573187898601	-999	LSF	L	strip	-51.2299	30.3316	34.7082	n/a	rostralmiddlefrontal
LSF4	-52.3688	23.8095	36.0850240256248	-999	LSF	L	strip	-57.0485	23.6169	30.1362	n/a	caudalmiddlefrontal
LSF5	-62.5149	13.0877	26.196530540891	-999	LSF	L	strip	-59.9058	14.6117	25.1224	n/a	precentral
LSF6	-67.1195	7.82188	13.3171587430436	-999	LSF	L	strip	-59.805	5.95589	20.2251	n/a	precentral
LST1	-44.9612	13.7489	-48.6439020121486	-999	LST	L	strip	-40.7513	2.65604	-37.4832	n/a	inferiortemporal
LST2	-53.2549	12.2846	-44.9739737537769	-999	LST	L	strip	-49.2826	0.153807	-33.3617	n/a	inferiortemporal
LST3	-59.8945	3.10419	-36.3050693638801	-999	LST	L	strip	-55.4251	-2.93452	-26.9197	n/a	middletemporal
LST4	-63.7441	-3.39147	-31.8857430749309	-999	LST	L	strip	-60.6192	-6.30502	-19.3343	n/a	middletemporal
LST5	-68.2637	-3.52459	-19.1758031356916	-999	LST	L	strip	-63.8503	-10.2417	-11.5184	n/a	middletemporal
LST6	-70.5126	-11.4265	-1.27394230093845	-999	LST	L	strip	-65.1326	-13.0663	-2.78109	n/a	superiortemporal
LPST1	-62.8162	-42.5776	38.9015571341533	-999	LPST	L	strip	-61.5909	-44.0082	38.8224	n/a	supramarginal
LPST2	-59.9632	-27.6585	40.0004257867741	-999	LPST	L	strip	-61.4319	-35.8781	34.8154	n/a	supramarginal
LPST3	-69.5841	-23.3309	24.6277901361772	-999	LPST	L	strip	-60.2528	-27.5575	29.7039	n/a	supramarginal
LPST4	-69.6033	-19.2116	25.3750202865758	-999	LPST	L	strip	-58.095	-19.7591	24.769	n/a	postcentral
LP1	-36.6829	-30.13	69.4548521769102	-999	LP	L	strip	-38.3297	-17.8016	74.1911	n/a	postcentral
LP2	-43.7209	-34.0547	66.0166737894932	-999	LP	L	strip	-45.0649	-15.6073	68.7619	n/a	postcentral
LP3	-51.4671	-26.1983	57.5635020980091	-999	LP	L	strip	-53.2265	-14.7963	61.2808	n/a	postcentral
LP4	-57.7951	-23.0357	48.0391507791169	-999	LP	L	strip	-59.8508	-14.541	51.7607	n/a	postcentral
LP5	-65.1804	-17.7806	36.7436886268302	-999	LP	L	strip	-61.5236	-14.7467	41.5322	n/a	supramarginal
LP6	-68.3179	-15.9978	26.2515922494958	-999	LP	L	strip	-61.1975	-15.2841	30.376	n/a	postcentral
LPIT1	-68.5967	-38.792	21.7367636024824	-999	LPIT	L	strip	-63.2855	-46.1296	29.007	n/a	superiortemporal
LPIT2	-69.8698	-29.9625	21.5050980334309	-999	LPIT	L	strip	-61.1774	-36.8827	26.0142	n/a	supramarginal
LPIT3	-70.283	-22.9045	15.567444768123	-999	LPIT	L	strip	-59.0446	-28.36	22.0503	n/a	supramarginal
LPIT4	-70.2289	-12.4544	12.2953672320764	-999	LPIT	L	strip	-55.9525	-19.1562	19.1307	n/a	postcentral
RAT1	37.7732	26.7263	-40.5507918976709	-999	RAT	R	strip	35.7224	22.2936	-34.857	n/a	temporalpole
RAT2	46.8251	22.9643	-36.7106721074757	-999	RAT	R	strip	44.9399	21.8845	-30.1071	n/a	superiortemporal
RAT3	54.0198	19.6331	-29.0159722052903	-999	RAT	R	strip	52.6094	21.0632	-23.3048	n/a	middletemporal
RAT4	58.0543	11.9814	-23.5068246755516	-999	RAT	R	strip	57.313	16.2973	-16.9128	n/a	superiortemporal
