name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region
RATD1	31.7687	-0.262965	-22.230881179915	-999	RATD	R	depth	33.9252	1.10421	-13.7126	Right Cerebral White Matter	n/a
RATD2	35.7718	-1.78892	-24.3002019303488	-999	RATD	R	depth	38.5527	0.699269	-15.8495	Right Cerebral White Matter	n/a
RATD3	40.8434	-3.02574	-26.4191941800206	-999	RATD	R	depth	43.18	0.294312	-17.9864	Right Cerebral White Matter	n/a
RATD4	48.3051	-3.50187	-29.3733259876079	-999	RATD	R	depth	47.9063	-0.112627	-20.7913	Right MTG middle temporal gyrus	inferiortemporal
RMTD1	12.9754	-26.1934	8.366489457699	-999	RMTD	R	depth	11.2955	-23.6481	8.37874	Right Thalamus Proper	n/a
RMTD2	16.2392	-23.3678	3.22838603771839	-999	RMTD	R	depth	14.3563	-20.7773	5.02462	Right Thalamus Proper	n/a
RMTD3	20.292	-20.3901	-0.214178146552656	-999	RMTD	R	depth	18.3761	-17.9999	2.54807	Right Thalamus Proper	n/a
RMTD4	23.7081	-17.3229	-2.55486232559212	-999	RMTD	R	depth	21.7681	-15.168	0.732515	Right Cerebral White Matter	n/a
ROFD1	23.6469	8.3667	-1.40679644636703	-999	ROFD	R	depth	24.1601	12.3096	0.610377	Right Putamen	insula
ROFD2	23.6949	-2.49873	0.433038901413354	-999	ROFD	R	depth	23.8501	1.86907	3.71789	Right Putamen	insula
ROFD3	23.8523	-11.0422	4.55318922254863	-999	ROFD	R	depth	21.9294	-7.90256	7.33969	Right Cerebral White Matter	n/a
ROFD4	23.8535	-20.5264	8.85372026032129	-999	ROFD	R	depth	21.2405	-17.2624	10.378	Right Cerebral White Matter	insula
ROFD5	23.0612	-32.748	14.2984822380667	-999	ROFD	R	depth	20.3266	-28.1691	13.4105	Right Lateral Ventricle	n/a
ROFD6	20.8324	-43.6886	19.6090592025868	-999	ROFD	R	depth	19.5389	-37.5237	17.1802	Right Lateral Ventricle	precuneus
ROFD7	16.033	-54.9391	26.0487450496151	-999	ROFD	R	depth	17.642	-47.8161	20.0687	Right Cerebral White Matter	precuneus
ROFD8	14.8604	-66.1494	28.5794449713539	-999	ROFD	R	depth	16.8781	-57.6916	23.105	Right PCu precuneus	precuneus
RTG1	58.4387	10.6604	-19.022093951712	-999	RTG	R	grid	60.8519	16.9047	-14.0604	n/a	superiortemporal
RTG2	63.6406	0.029718	-16.6204285586012	-999	RTG	R	grid	63.262	6.72033	-10.8431	n/a	middletemporal
RTG3	67.3727	-7.02424	-11.7527796068847	-999	RTG	R	grid	67.0541	-2.01855	-8.16159	n/a	middletemporal
RTG4	70.9597	-16.5659	-5.83987622908579	-999	RTG	R	grid	70.0922	-12.2545	-5.54541	n/a	middletemporal
RTG5	74.2269	-26.68	-1.65618980324084	-999	RTG	R	grid	70.4614	-21.7247	-2.59626	n/a	middletemporal
RTG6	73.5733	-35.5854	5.21587584799282	-999	RTG	R	grid	66.4522	-29.7592	1.85209	n/a	middletemporal
RTG7	58.4839	13.0033	-9.21366478684959	-999	RTG	R	grid	59.9184	20.0256	-4.71114	n/a	superiortemporal
RTG8	62.551	2.63677	-7.05433687520608	-999	RTG	R	grid	62.4272	9.83927	-2.1619	n/a	superiortemporal
RTG9	66.9965	-4.94151	-1.35475165839854	-999	RTG	R	grid	67.2774	1.00449	0.720251	n/a	superiortemporal
RTG10	67.3008	-14.4849	3.88142311155845	-999	RTG	R	grid	71.4997	-7.7679	4.41946	n/a	superiortemporal
RTG11	70.7964	-25.3244	6.50634193260345	-999	RTG	R	grid	72.8004	-18.8771	7.01266	n/a	superiortemporal
RTG12	69.9565	-33.362	12.3299919486219	-999	RTG	R	grid	72.0128	-28.2317	10.7824	n/a	superiortemporal
RTG13	61.5579	16.1326	2.11911604335766	-999	RTG	R	grid	60.1415	23.0702	4.60329	n/a	parstriangularis
RTG14	63.389	8.87967	3.61027655763563	-999	RTG	R	grid	63.9337	14.342	7.49802	n/a	postcentral
RTG15	67.7258	-3.37175	8.70408753337638	-999	RTG	R	grid	68.61	5.00465	11.2683	n/a	postcentral
RTG16	69.7772	-15.8541	13.250520785043	-999	RTG	R	grid	71.7229	-4.70556	14.0862	n/a	postcentral
RTG17	70.0594	-24.8759	16.3430105713797	-999	RTG	R	grid	72.0171	-14.6796	17.2686	n/a	superiortemporal
RTG18	69.4239	-35.3675	23.6271723266836	-999	RTG	R	grid	72.2361	-25.1694	20.4492	n/a	supramarginal
RTG19	61.7995	22.4704	17.6487580135957	-999	RTG	R	grid	61.474	27.0704	15.1514	n/a	parstriangularis
RTG20	62.5204	8.85666	19.9331202011154	-999	RTG	R	grid	65.1161	17.3109	18.0424	n/a	precentral
RTG21	66.9255	0.460715	23.7122953832725	-999	RTG	R	grid	69.3622	8.01765	21.0081	n/a	postcentral
RTG22	67.2319	-11.6239	25.4436204728644	-999	RTG	R	grid	71.8473	-1.63808	24.4845	n/a	postcentral
RTG23	68.7498	-20.9465	28.4118569281623	-999	RTG	R	grid	71.0835	-11.5135	27.5209	n/a	supramarginal
RTG24	68.2018	-30.3735	36.1352962540946	-999	RTG	R	grid	70.2958	-20.8681	31.2907	n/a	supramarginal
RPTS1	2.24418	-79.9165	45.858752885215	-999	RPTS	R	strip	5.87434	-70.3439	38.1999	n/a	superiorparietal
RPTS2	4.92136	-75.6995	54.7910996889106	-999	RPTS	R	strip	6.34659	-66.2555	47.1389	n/a	superiorparietal
RPTS3	5.71657	-64.9728	65.3110555693221	-999	RPTS	R	strip	9.76411	-60.3509	56.4505	n/a	precuneus
RPTS4	11.8706	-56.0765	75.0710838090834	-999	RPTS	R	strip	14.5052	-52.4589	62.1853	n/a	superiorparietal
RPTS5	15.0835	-49.9166	78.6810741660885	-999	RPTS	R	strip	18.809	-42.942	64.8537	n/a	superiorparietal
RPTS6	20.6811	-42.8252	79.2494011498969	-999	RPTS	R	strip	22.3276	-32.821	65.9148	n/a	superiorparietal
RPTS7	26.3163	-33.0239	77.7750948489148	-999	RPTS	R	strip	26.7302	-23.3092	67.8516	n/a	postcentral
RPTS8	28.3619	-22.2324	75.4553102770646	-999	RPTS	R	strip	31.0103	-13.2715	71.2533	n/a	precentral
ROFS1	1.11278	30.0953	-27.5880491470136	-999	ROFS	R	strip	3.82535	28.5842	-26.8374	n/a	medialorbitofrontal
ROFS2	0.506261	39.4279	-25.1910051738149	-999	ROFS	R	strip	2.86295	38.0663	-25.7784	n/a	medialorbitofrontal
ROFS3	-0.832438	51.6147	-19.5774750234553	-999	ROFS	L	strip	3.84633	48.9044	-21.7812	n/a	medialorbitofrontal
ROFS4	0.267244	61.5011	-17.948647966169	-999	ROFS	R	strip	6.91822	57.9933	-18.8509	n/a	medialorbitofrontal
ROFS5	5.3812	67.9728	-13.1862379769821	-999	ROFS	R	strip	13.0211	64.1632	-13.4455	n/a	medialorbitofrontal
ROFS6	18.3088	68.6292	-10.1174602972419	-999	ROFS	R	strip	21.8509	63.2838	-7.56507	n/a	rostralmiddlefrontal
ROFS7	26.276	66.7467	-4.59938884288908	-999	ROFS	R	strip	30.4043	59.8277	-2.28882	n/a	rostralmiddlefrontal
ROFS8	36.2323	59.3619	0.409124628713305	-999	ROFS	R	strip	38.251	53.8532	1.85986	n/a	rostralmiddlefrontal
RFPS1	0.0889136	44.702	-22.3379365124519	-999	RFPS	R	strip	4.60032	44.6748	-23.6472	n/a	medialorbitofrontal
RFPS2	1.88943	46.6675	-12.65795352408	-999	RFPS	R	strip	3.35573	50.9823	-16.4391	n/a	medialorbitofrontal
RFPS3	0.71181	54.2761	-4.12502629942879	-999	RFPS	R	strip	3.07025	57.1924	-8.42903	n/a	medialorbitofrontal
RFPS4	1.55495	65.7959	0.39142574474848	-999	RFPS	R	strip	5.07477	63.7289	-0.594779	n/a	superiorfrontal
RFPS5	4.80854	68.8352	9.9940840129882	-999	RFPS	R	strip	9.19868	66.4357	8.12012	n/a	superiorfrontal
RFPS6	8.05262	66.2361	21.9110485167647	-999	RFPS	R	strip	15.4659	64.7655	16.4537	n/a	superiorfrontal
RFPS7	18.5767	58.1944	33.3162460351252	-999	RFPS	R	strip	22.313	58.3454	23.4534	n/a	superiorfrontal
RFPS8	27.3903	49.6963	37.7449135904548	-999	RFPS	R	strip	28.9517	51.4383	27.4522	n/a	rostralmiddlefrontal
RFG1	11.3288	34.6518	59.2701037937732	-999	RFG	R	grid	15.7749	37.3841	48.9788	n/a	superiorfrontal
RFG2	23.6025	35.0092	51.740828969899	-999	RFG	R	grid	26.8969	41.0672	47.4572	n/a	superiorfrontal
