name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
RC1-RC2	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC2-RC3	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC3-RC4	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC4-RC5	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC5-RC6	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC6-RC7	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC7-RC8	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC8-RC9	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC9-RC10	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC10-RC11	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC11-RC12	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC12-RC13	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RC13-RC14	SEEG	V	n/a	n/a	bipolar	RC	1000	depth	n/a
RG1-RG2	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG2-RG3	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG3-RG4	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG4-RG5	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG5-RG6	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG6-RG7	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG7-RG8	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG8-RG9	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG9-RG10	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG10-RG11	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG11-RG12	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG12-RG13	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG13-RG14	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG14-RG15	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RG15-RG16	SEEG	V	n/a	n/a	bipolar	RG	1000	depth	n/a
RS1-RS2	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS2-RS3	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS3-RS4	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS4-RS5	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS5-RS6	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS6-RS7	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS7-RS8	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS8-RS9	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS9-RS10	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS10-RS11	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS11-RS12	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
RS12-RS13	SEEG	V	n/a	n/a	bipolar	RS	1000	depth	n/a
